"id_expediente","numero","num_orden","id_tipo","id_exp_asociado","id_tipo_cliente","id_estado","capital","agencia","agencia_num","siniestro_num","traslado","literales_no","poliza_num","fecha_solic","hora_solic","id_cliente","id_user","fecha_alta","fecha_baja","id_serie"
"103","84/2015","84/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-01",NULL,"80","4","2015-09-01",NULL,"0"
"104","85/2015","85/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-03","22:30:00","81","4","2015-09-03",NULL,"0"
"105","86/2015","86/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-04","12:30:00","82","4","2015-09-04",NULL,"0"
"106","87/2015","87/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-09-03","00:00:00","72","4","2015-09-04",NULL,"0"
"107","88/2015","88/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-04","00:00:00","83","4","2015-09-04",NULL,"0"
"108","89/2015","89/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-05",NULL,"85","4","2015-09-06",NULL,"0"
"109","90/2015","90/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-09-06",NULL,"9","4","2015-09-07",NULL,"0"
"110","91/2015","91/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-09-07","21:00:00","2","4","2015-09-07",NULL,"0"
"111","92/2015","92/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-08","23:45:00","86","4","2015-09-08",NULL,"0"
"112","93/2015","93/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-08","23:00:00","88","4","2015-09-09",NULL,"0"
"113","94/2015","94/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-09",NULL,"89","4","2015-09-09",NULL,"0"
"114","95/2015","95/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-10",NULL,"90","4","2015-09-10",NULL,"0"
"115","96/2015","96/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-10","12:00:00","91","4","2015-09-10",NULL,"0"
"116","97/2015","97/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-12",NULL,"93","4","2015-09-12",NULL,"0"
"117","98/2015","98/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-12",NULL,"95","0","2015-09-12",NULL,"0"
"118","99/2015","99/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-13","13:30:00","96","4","2015-09-14",NULL,"0"
"119","100/2015","100/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-15","07:35:00","94","4","2015-09-15",NULL,"0"
"120","101/2015","101/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-10","21:00:00","97","4","2015-09-15",NULL,"0"
"121","102/2015","102/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-10","08:10:00","98","4","2015-09-15",NULL,"0"
"122","P 7/2015","7/2015","2",NULL,"0","1",,,,,NULL,"0",,"2015-09-15",NULL,"0","4","2015-09-15",NULL,"0"
"123","103/2015","103/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-20","00:00:00","101","4","2015-09-20",NULL,"0"
"124","P 8/2015","8/2015","2",NULL,"0","1",,,,,NULL,"0",,"2015-09-23",NULL,"0","4","2015-09-23",NULL,"0"
"125","104/2015","104/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-09-23",NULL,"2","4","2015-09-24",NULL,"0"
"126","105/2015","105/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-24",NULL,"107","4","2015-09-25",NULL,"0"
"127","106/2015","106/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-09-26",NULL,"2","4","2015-09-26",NULL,"0"
"128","107/2015","107/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-09-28",NULL,"14","4","2015-09-28",NULL,"0"
"129","108/2015","108/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-09-29",NULL,"102","4","2015-09-29",NULL,"0"
"130","P 9/2015","9/2015","2",NULL,"2","1",,,,,NULL,"0",,"2015-10-01",NULL,"103","4","2015-10-01",NULL,"0"
"131","P 10/2015","10/2015","2",NULL,"2","1",,,,,NULL,"0",,"2015-10-01",NULL,"104","4","2015-10-01",NULL,"0"
"132","109/2015","109/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-02",NULL,"105","4","2015-10-02",NULL,"0"
"133","110/2015","110/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-02",NULL,"106","4","2015-10-03",NULL,"0"
"134","111/2015","111/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-02",NULL,"108","4","2015-10-03",NULL,"0"
"135","112/2015","112/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-03",NULL,"109","4","2015-10-03",NULL,"0"
"136","113/2015","113/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-03",NULL,"110","4","2015-10-04",NULL,"0"
"137","114/2015","114/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-04",NULL,"112","4","2015-10-04",NULL,"0"
"138","115/2015","115/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-10-05",NULL,"2","4","2015-10-06",NULL,"0"
"139","116/2015","116/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-05",NULL,"111","4","2015-10-06",NULL,"0"
"140","P 11/2015","11/2015","2",NULL,"0","1",,,,,NULL,"0",,"2015-10-06",NULL,"0","4","2015-10-06",NULL,"0"
"141","V 1/2015","1/2015","3",NULL,"1","3",,,,,NULL,"0",,"2015-07-15","12:25:00","2","1","2015-10-07","2015-10-07","0"
"142","117/2015","117/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-10-09",NULL,"7","4","2015-10-09",NULL,"0"
"143","P 12/2015","12/2015","2",NULL,"0","1",,,,,NULL,"0",,"2015-10-09",NULL,"0","4","2015-10-09",NULL,"0"
"144","118/2015","118/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-09",NULL,"113","4","2015-10-10",NULL,"0"
"145","119/2015","119/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-10",NULL,"114","4","2015-10-10",NULL,"0"
"147","120/2015","120/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-10","00:00:00","115","4","2015-10-10",NULL,"0"
"148","121/2015","121/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-11","00:00:00","116","4","2015-10-12",NULL,"0"
"149","122/2015","122/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-13","00:00:00","117","4","2015-10-13",NULL,"0"
"150","123/2015","123/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-18","00:00:00","118","4","2015-10-19",NULL,"0"
"151","124/2015","124/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-19","00:00:00","121","4","2015-10-19",NULL,"0"
"152","125/2015","125/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-10-22","00:00:00","7","4","2015-10-22",NULL,"0"
"153","126/2015","126/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-23",NULL,"122","4","2015-10-23",NULL,"0"
"154","P 13/2015","13/2015","2",NULL,"0","1",,,,,NULL,"0",,"2015-10-24",NULL,"0","4","2015-10-24",NULL,"0"
"155","127/2015","127/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-22",NULL,"125","4","2015-10-24",NULL,"0"
"156","128/2015","128/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-10-23","00:00:00","7","4","2015-10-24",NULL,"0"
"157","129/2015","129/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-24",NULL,"124","4","2015-10-25",NULL,"0"
"158","130/2015","130/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-10-25","00:00:00","7","4","2015-10-26",NULL,"0"
"159","131/2015","131/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-10-23","00:00:00","7","4","2015-10-26",NULL,"0"
"160","132/2015","132/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-24","17:00:00","123","4","2015-10-26",NULL,"0"
"161","V 2/2015","2/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"162","V 3/2015","3/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"163","V 4/2015","4/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"164","V 5/2015","5/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"165","V 6/2015","6/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"166","V 7/2015","7/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"167","V 8/2015","8/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"168","V 9/2015","9/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-10-30",NULL,"2","4","2015-10-30",NULL,"0"
"169","133/2015","133/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-30",NULL,"126","4","2015-10-30",NULL,"0"
"170","134/2015","134/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-10-31",NULL,"127","4","2015-10-31",NULL,"0"
"171","135/2015","135/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-03","00:00:00","135","4","2015-11-03",NULL,"0"
"172","136/2015","136/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-04","00:00:00","130","4","2015-11-04",NULL,"0"
"173","137/2015","137/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-04",NULL,"131","4","2015-11-04",NULL,"0"
"174","138/2015","138/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-11-06","00:00:00","7","4","2015-11-07",NULL,"0"
"175","139/2015","139/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-11-07",NULL,"2","4","2015-11-07",NULL,"0"
"176","140/2015","140/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-11-07",NULL,"13","4","2015-11-08",NULL,"0"
"177","141/2015","141/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-08","00:00:00","133","4","2015-11-09",NULL,"0"
"178","142/2015","142/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-09","00:00:00","129","4","2015-11-10",NULL,"0"
"179","V 10/2015","10/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-11-11",NULL,"2","4","2015-11-11",NULL,"0"
"180","143/2015","143/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-11-11","00:00:00","19","4","2015-11-12",NULL,"0"
"181","144/2015","144/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-13","00:00:00","137","4","2015-11-13",NULL,"0"
"182","145/2015","145/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-17",NULL,"134","4","2015-11-17",NULL,"0"
"183","146/2015","146/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-18","00:00:00","136","4","2015-11-18",NULL,"0"
"184","147/2015","147/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-21","08:20:00","138","4","2015-11-21",NULL,"0"
"185","148/2015","148/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-24",NULL,"139","4","2015-11-24",NULL,"0"
"186","149/2015","149/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-25",NULL,"115","4","2015-11-26",NULL,"0"
"187","150/2015","150/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-11-29","18:00:00","141","4","2015-11-30",NULL,"0"
"188","151/2015","151/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-01","00:00:00","142","4","2015-12-01",NULL,"0"
"189","P 14/2015","14/2015","2",NULL,"2","1",,,,,NULL,"0",,"2015-12-03",NULL,"143","4","2015-12-03",NULL,"0"
"192","152/2015","152/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-03","00:00:00","144","4","2015-12-03",NULL,"0"
"193","153/2015","153/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-11-14","00:00:00","7","4","2015-12-04",NULL,"0"
"194","154/2015","154/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-05",NULL,"147","4","2015-12-05",NULL,"0"
"195","155/2015","155/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-06",NULL,"145","4","2015-12-06",NULL,"0"
"196","156/2015","156/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-12-07","00:00:00","2","4","2015-12-07",NULL,"0"
"197","157/2015","157/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-04","00:00:00","146","4","2015-12-07",NULL,"0"
"198","158/2015","158/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-08","20:30:00","148","4","2015-12-08",NULL,"0"
"199","159/2015","159/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-08","00:10:00","149","4","2015-12-09",NULL,"0"
"200","V 11/2015","11/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-12-10",NULL,"2","4","2015-12-10",NULL,"0"
"201","160/2015","160/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-13","11:00:00","150","4","2015-12-15",NULL,"0"
"202","161/2015","161/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-13","14:00:00","151","4","2015-12-15",NULL,"0"
"203","162/2015","162/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-15",NULL,"152","4","2015-12-16",NULL,"0"
"204","163/2015","163/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-17",NULL,"142","4","2015-12-17",NULL,"0"
"205","164/2015","164/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-18","13:00:00","153","4","2015-12-18",NULL,"0"
"206","165/2015","165/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-19",NULL,"154","4","2015-12-21",NULL,"0"
"207","166/2015","166/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-12-20",NULL,"7","4","2015-12-21",NULL,"0"
"208","167/2015","167/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-12-21",NULL,"155","4","2015-12-22",NULL,"0"
"209","168/2015","168/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-23","00:00:00","166","4","2015-12-23",NULL,"0"
"210","169/2015","169/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-23",NULL,"156","4","2015-12-24",NULL,"0"
"212","170/2015","170/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-24","00:00:00","159","4","2015-12-24",NULL,"0"
"213","171/2015","171/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-26",NULL,"161","4","2015-12-26",NULL,"0"
"214","172/2015","172/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-26",NULL,"160","4","2015-12-27",NULL,"0"
"215","173/2015","173/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-12-27",NULL,"2","4","2015-12-27",NULL,"0"
"216","174/2015","174/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-27",NULL,"162","4","2015-12-28",NULL,"0"
"218","P 15/2015","15/2015","2",NULL,"1","1",,,,,NULL,"0",,"2015-12-28",NULL,"2","4","2015-12-28",NULL,"0"
"219","175/2015","175/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-27","23:40:00","157","4","2015-12-28",NULL,"0"
"220","176/2015","176/2015","1",NULL,"2","4",,,,,NULL,"0",,"2015-12-28","18:00:00","163","4","2015-12-29",NULL,"0"
"221","P 16/2015","16/2015","2",NULL,"0","1",,,,,NULL,"0",,"2015-12-30",NULL,"0","4","2015-12-30",NULL,"0"
"222","177/2015","177/2015","1",NULL,"1","4",,,,,NULL,"0",,"2015-12-30",NULL,"2","4","2015-12-30",NULL,"0"
"223","V 12/2015","12/2015","3",NULL,"1","4",,,,,NULL,"0",,"2015-12-30",NULL,"2","4","2015-12-30",NULL,"0"
